id,name,age,salary,hire_date,department,bonus,address,phone,email,address_length,salary_category
31,Name_277,67.0,70000.0,2016-05-08,HR,1405.0,"Street 54, City 36",3338101054.0,email_544@example.com,18,medium
32,Name_161,38.0,50000.0,2025-03-05,Finance,4693.0,"Street 53, City 3",1200348141.0,email_958@example.com,17,low
33,Name_460,50.0,70000.0,2019-04-24,Finance,1055.0,"Street 76, City 38",3859021925.0,email_922@example.com,18,medium
34,Name_314,41.0,60000.0,2024-11-17,Marketing,7692.0,"Street 17, City 3",8716065808.0,email_552@example.com,17,medium
35,Name_22,70.0,50000.0,2022-11-29,IT,2016.0,"Street 15, City 17",4399753783.0,email_351@example.com,18,low
36,Name_253,61.0,50000.0,2023-09-15,IT,8413.0,"Street 58, City 30",1497492474.0,email_72@example.com,18,low
37,Name_748,59.0,70000.0,2020-10-07,HR,2772.0,"Street 95, City 37",2627787448.0,email_651@example.com,18,medium
38,Name_857,51.0,60000.0,2023-05-05,HR,6170.0,"Street 66, City 19",9720168209.0,email_16@example.com,18,medium
39,Name_561,77.0,60000.0,2019-07-16,Finance,3998.0,"Street 42, City 4",4802461993.0,email_161@example.com,17,medium
40,Name_475,26.0,60000.0,,Marketing,,"Street 57, City 40",3940686935.0,email_684@example.com,18,medium
41,Name_59,19.0,50000.0,2021-04-22,Marketing,7775.0,"Street 37, City 2",7581665066.0,email_928@example.com,17,low
42,Name_511,72.0,60000.0,2018-07-04,HR,4554.0,"Street 72, City 16",5307846228.0,email_147@example.com,18,medium
43,Name_682,73.0,50000.0,2017-02-03,HR,5192.0,"Street 35, City 16",1153599551.0,email_590@example.com,18,low
44,Name_476,47.0,60000.0,2017-04-06,Marketing,6372.0,"Street 49, City 39",2281834021.0,email_464@example.com,18,medium
45,Name_700,48.0,60000.0,2019-03-02,Marketing,1937.0,"Street 82, City 40",3370482288.0,email_219@example.com,18,medium
46,Name_976,63.0,70000.0,2017-10-31,Finance,3498.0,"Street 22, City 38",8080761188.0,email_440@example.com,18,medium
47,Name_783,28.0,60000.0,2021-12-06,Marketing,1276.0,"Street 13, City 44",1947928703.0,email_106@example.com,18,medium
48,Name_190,72.0,50000.0,2016-04-14,IT,5454.0,"Street 1, City 7",2305497485.0,email_593@example.com,16,low
49,Name_958,60.0,70000.0,,Marketing,6414.0,"Street 34, City 10",8425863309.0,email_898@example.com,18,medium
50,Name_687,34.0,50000.0,2018-05-17,Unknown,2368.0,"Street 88, City 38",3562455586.0,email_579@example.com,18,low
51,Name_958,53.0,70000.0,2022-07-17,Marketing,8022.0,"Street 64, City 48",5822481589.0,email_531@example.com,18,medium
52,Name_563,30.0,50000.0,2022-04-18,HR,2119.0,,,,3,low
53,Name_876,24.0,60000.0,2022-10-02,HR,2931.0,"Street 17, City 39",8437546970.0,email_395@example.com,18,medium
54,Name_567,33.0,60000.0,2022-11-23,Unknown,3669.0,"Street 18, City 42",4904172907.0,email_824@example.com,18,medium
55,Name_244,50.0,60000.0,2021-03-13,IT,2095.0,,,,3,medium
56,Name_832,62.0,60000.0,,Marketing,5647.0,"Street 63, City 25",1987600815.0,email_831@example.com,18,medium
57,Name_505,18.0,60000.0,2024-03-02,Marketing,8636.0,"Street 3, City 41",7312980276.0,email_568@example.com,17,medium
58,Name_131,28.0,70000.0,2023-05-21,Unknown,3309.0,"Street 50, City 21",1242383713.0,email_194@example.com,18,medium
59,Name_485,23.0,60000.0,2024-10-06,Finance,3317.0,"Street 27, City 50",4173970656.0,email_526@example.com,18,medium
60,Name_819,37.0,60000.0,2022-11-09,Finance,3664.0,"Street 51, City 5",5742399455.0,email_356@example.com,17,medium
61,Name_647,52.0,50000.0,2018-06-18,IT,6394.0,"Street 15, City 15",1754173370.0,email_416@example.com,18,low
62,Name_21,61.0,60000.0,2022-02-28,Marketing,2137.0,"Street 54, City 1",5153316981.0,email_516@example.com,17,medium
63,Name_841,54.0,50000.0,2022-11-11,Marketing,8469.0,"Street 70, City 23",6285510503.0,email_224@example.com,18,low
64,Name_167,58.0,70000.0,2019-01-18,Marketing,8019.0,"Street 25, City 21",7514771495.0,email_613@example.com,18,medium
65,Name_274,43.0,60000.0,2022-09-17,HR,2782.0,"Street 92, City 50",5205351894.0,email_516@example.com,18,medium
66,Name_388,75.0,50000.0,2023-02-21,Finance,1383.0,"Street 100, City 22",2210373134.0,email_622@example.com,19,low
67,Name_601,29.0,70000.0,2015-12-15,Unknown,1580.0,"Street 46, City 49",1021533162.0,email_597@example.com,18,medium
68,Name_316,79.0,60000.0,2015-09-29,HR,2221.0,"Street 89, City 38",2290645964.0,email_726@example.com,18,medium
69,Name_14,47.0,60000.0,2022-08-04,HR,7084.0,"Street 41, City 19",9249777895.0,email_453@example.com,18,medium
70,Name_242,45.0,70000.0,2020-07-27,Finance,5086.0,"Street 28, City 34",7905447772.0,email_729@example.com,18,medium
71,Name_777,44.0,60000.0,2015-10-25,Marketing,6114.0,,,,3,medium
72,Name_346,59.0,70000.0,2020-04-15,IT,,,,,3,medium
73,Name_565,36.0,60000.0,2018-04-16,Unknown,5082.0,"Street 7, City 4",4034821816.0,email_706@example.com,16,medium
74,Name_898,22.0,50000.0,2020-12-28,Finance,2255.0,"Street 53, City 13",5784235624.0,email_262@example.com,18,low
75,Name_340,75.0,50000.0,2024-09-16,IT,8250.0,"Street 67, City 37",2606955348.0,email_459@example.com,18,low
76,Name_92,22.0,50000.0,2023-02-10,Finance,8768.0,"Street 5, City 7",4827668755.0,email_707@example.com,16,low
77,Name_367,58.0,50000.0,2015-07-10,Finance,4105.0,"Street 77, City 8",9088397899.0,email_493@example.com,17,low
78,Name_956,44.0,70000.0,2016-02-29,Finance,7896.0,"Street 29, City 50",4260305997.0,email_739@example.com,18,medium
79,Name_455,45.0,50000.0,2024-07-02,Finance,8350.0,"Street 20, City 5",7304346766.0,email_910@example.com,17,low
80,Name_428,43.0,50000.0,2024-12-06,Marketing,4706.0,"Street 51, City 29",7910702292.0,email_526@example.com,18,low
81,Name_509,44.0,70000.0,2022-04-13,HR,5630.0,"Street 48, City 49",4508141789.0,email_779@example.com,18,medium
82,Name_776,69.0,70000.0,2018-04-04,Finance,7513.0,"Street 46, City 21",3084236281.0,email_597@example.com,18,medium
83,Name_943,66.0,60000.0,2020-11-09,IT,7206.0,"Street 98, City 9",5705942276.0,email_742@example.com,17,medium
84,Name_35,59.0,70000.0,2017-08-15,IT,9935.0,"Street 43, City 20",7051673587.0,email_536@example.com,18,medium
85,Name_206,38.0,60000.0,2021-02-04,IT,4056.0,"Street 100, City 50",8279255520.0,email_588@example.com,19,medium
86,Name_81,18.0,60000.0,,HR,4664.0,"Street 38, City 34",2212234082.0,email_529@example.com,18,medium
87,Name_932,71.0,60000.0,2021-04-02,HR,1963.0,"Street 93, City 13",9406856023.0,email_454@example.com,18,medium
88,Name_562,45.0,50000.0,2015-05-29,IT,6264.0,"Street 15, City 6",1513392827.0,email_304@example.com,17,low
89,Name_872,65.0,50000.0,2016-06-24,Marketing,8716.0,"Street 16, City 3",6612983032.0,email_378@example.com,17,low
90,Name_388,75.0,60000.0,2022-02-18,HR,8517.0,"Street 62, City 20",1481318488.0,email_608@example.com,18,medium
91,Name_2,75.0,50000.0,2023-07-06,HR,8790.0,"Street 2, City 34",6459916711.0,email_576@example.com,17,low
92,Name_390,32.0,70000.0,2022-07-07,Marketing,2299.0,"Street 24, City 33",5053747594.0,email_26@example.com,18,medium
93,Name_566,72.0,60000.0,2023-11-03,Finance,,"Street 80, City 30",4213847353.0,email_707@example.com,18,medium
94,Name_106,34.0,50000.0,2024-04-20,HR,9322.0,"Street 9, City 49",4516380543.0,email_778@example.com,17,low
95,Name_772,43.0,60000.0,,IT,8276.0,"Street 35, City 37",5238192339.0,email_956@example.com,18,medium
96,Name_822,37.0,70000.0,2016-12-08,IT,,"Street 56, City 23",2185951701.0,email_281@example.com,18,medium
97,Name_477,42.0,60000.0,2022-03-16,Marketing,5214.0,"Street 91, City 7",6850786612.0,email_503@example.com,17,medium
98,Name_703,30.0,60000.0,2020-08-18,IT,9184.0,"Street 31, City 23",4699054894.0,email_393@example.com,18,medium
99,Name_402,50.0,60000.0,2020-08-07,Unknown,,"Street 76, City 12",4337143971.0,email_863@example.com,18,medium
100,Name_730,42.0,60000.0,2018-10-15,IT,3307.0,"Street 2, City 10",4917817137.0,email_499@example.com,17,medium
101,Name_556,25.0,60000.0,2015-07-31,Marketing,9671.0,"Street 76, City 35",2343165933.0,email_243@example.com,18,medium
102,Name_162,22.0,50000.0,2021-07-17,Marketing,7136.0,"Street 13, City 47",8769895487.0,email_9@example.com,18,low
103,Name_202,23.0,50000.0,2023-01-25,Marketing,9672.0,"Street 24, City 2",5826083434.0,email_348@example.com,17,low
104,Name_958,40.0,50000.0,2019-03-08,Unknown,2409.0,"Street 13, City 7",9752384473.0,email_708@example.com,17,low
105,Name_996,69.0,60000.0,,HR,6587.0,"Street 74, City 21",4486711338.0,email_867@example.com,18,medium
106,Name_270,47.0,60000.0,2021-09-12,Finance,2363.0,"Street 100, City 3",4226074441.0,email_96@example.com,18,medium
107,Name_863,31.0,50000.0,,IT,6091.0,"Street 18, City 40",3393211257.0,email_776@example.com,18,low
108,Name_816,71.0,60000.0,2016-06-19,HR,8010.0,"Street 43, City 49",3959425592.0,email_291@example.com,18,medium
109,Name_271,40.0,70000.0,2021-04-07,Marketing,6229.0,"Street 55, City 33",6206093153.0,email_372@example.com,18,medium
110,Name_456,28.0,70000.0,2023-12-30,HR,3053.0,"Street 38, City 29",9262456380.0,email_168@example.com,18,medium
111,Name_462,48.0,70000.0,2018-05-01,HR,1985.0,,,,3,medium
112,Name_727,23.0,60000.0,2023-01-03,Unknown,3542.0,"Street 6, City 1",4498336242.0,email_245@example.com,16,medium
113,Name_252,28.0,60000.0,2018-07-20,Marketing,,"Street 35, City 43",8470560027.0,email_585@example.com,18,medium
114,Name_702,30.0,50000.0,2020-08-09,Marketing,8281.0,"Street 22, City 46",5478869449.0,email_602@example.com,18,low
115,Name_296,29.0,70000.0,2020-03-23,IT,5610.0,,,,3,medium
116,Name_725,48.0,60000.0,,IT,7980.0,"Street 49, City 35",8142585387.0,email_555@example.com,18,medium
117,Name_720,19.0,60000.0,2018-10-06,IT,4787.0,"Street 31, City 45",6294678601.0,email_512@example.com,18,medium
118,Name_749,70.0,60000.0,,IT,3710.0,"Street 14, City 11",9739905450.0,email_483@example.com,18,medium
119,Name_338,52.0,60000.0,2016-08-21,HR,,"Street 52, City 28",3664938963.0,email_149@example.com,18,medium
120,Name_879,72.0,50000.0,,HR,9219.0,"Street 4, City 27",7769694461.0,email_286@example.com,17,low
121,Name_53,53.0,50000.0,2023-12-03,IT,7007.0,"Street 5, City 10",2874726931.0,email_629@example.com,17,low
122,Name_792,34.0,60000.0,2020-11-17,IT,1414.0,,,,3,medium
123,Name_922,45.0,60000.0,2021-09-01,IT,3597.0,"Street 8, City 43",3598936790.0,email_38@example.com,17,medium
124,Name_217,45.0,60000.0,2020-12-05,Finance,1332.0,"Street 23, City 45",3535558294.0,email_475@example.com,18,medium
125,Name_764,39.0,60000.0,2018-12-18,IT,6558.0,"Street 23, City 37",9502293414.0,email_46@example.com,18,medium
126,Name_188,55.0,70000.0,2019-12-22,Finance,5408.0,"Street 79, City 21",6382985830.0,email_394@example.com,18,medium
127,Name_380,24.0,60000.0,2017-09-27,IT,6360.0,"Street 39, City 7",7846146995.0,email_905@example.com,17,medium
128,Name_493,48.0,60000.0,2022-02-12,Marketing,6096.0,,,,3,medium
129,Name_41,49.0,50000.0,2024-02-03,Unknown,1950.0,"Street 41, City 29",5852461732.0,email_296@example.com,18,low
130,Name_157,28.0,60000.0,2020-06-07,HR,7565.0,"Street 9, City 49",1472759710.0,email_538@example.com,17,medium
131,Name_15,41.0,50000.0,2019-01-19,Marketing,2915.0,"Street 84, City 10",3164775708.0,email_44@example.com,18,low
132,Name_813,20.0,50000.0,,Unknown,7595.0,"Street 27, City 14",1898673196.0,email_108@example.com,18,low
133,Name_65,47.0,50000.0,2019-08-10,Finance,6306.0,"Street 16, City 47",8815930992.0,email_619@example.com,18,low
134,Name_857,23.0,60000.0,2016-05-23,HR,5321.0,"Street 76, City 1",7884073237.0,email_958@example.com,17,medium
135,Name_839,75.0,60000.0,2023-05-04,Finance,7850.0,"Street 42, City 46",6835008520.0,email_810@example.com,18,medium
136,Name_521,19.0,60000.0,2020-04-01,Finance,6296.0,"Street 61, City 37",7555301910.0,email_803@example.com,18,medium
137,Name_344,78.0,60000.0,,HR,1837.0,"Street 54, City 2",5456385151.0,email_505@example.com,17,medium
138,Name_129,31.0,70000.0,2021-08-05,Unknown,2415.0,"Street 49, City 36",8323669388.0,email_687@example.com,18,medium
139,Name_648,58.0,70000.0,2021-06-29,HR,9236.0,,,,3,medium
140,Name_472,35.0,70000.0,2024-06-11,IT,9511.0,"Street 28, City 6",7193177517.0,email_426@example.com,17,medium
141,Name_63,68.0,60000.0,2017-07-01,Finance,6359.0,"Street 9, City 39",3885011721.0,email_300@example.com,17,medium
142,Name_139,61.0,60000.0,2019-01-05,IT,6516.0,"Street 93, City 19",9718916513.0,email_168@example.com,18,medium
143,Name_499,48.0,70000.0,2018-03-25,HR,,"Street 17, City 16",9140394955.0,email_303@example.com,18,medium
144,Name_593,30.0,60000.0,,HR,3751.0,"Street 42, City 48",8816983208.0,email_661@example.com,18,medium
145,Name_392,43.0,50000.0,2016-03-27,Unknown,9155.0,"Street 84, City 2",6344626042.0,email_724@example.com,17,low
146,Name_675,61.0,60000.0,2022-07-01,Finance,4478.0,"Street 58, City 7",9423394521.0,email_370@example.com,17,medium
147,Name_419,29.0,60000.0,2024-07-06,Marketing,1280.0,"Street 20, City 34",6784738738.0,email_165@example.com,18,medium
148,Name_289,48.0,60000.0,2021-07-03,HR,1799.0,"Street 31, City 8",8404851401.0,email_893@example.com,17,medium
149,Name_379,26.0,60000.0,2021-03-24,Marketing,8915.0,"Street 1, City 25",3002236702.0,email_610@example.com,17,medium
150,Name_773,66.0,50000.0,2019-06-01,Finance,8393.0,,,,3,low
151,Name_490,38.0,50000.0,2024-10-18,IT,4134.0,"Street 33, City 34",2114947518.0,email_426@example.com,18,low
152,Name_231,65.0,50000.0,2016-04-18,Finance,9333.0,"Street 45, City 11",5952194323.0,email_506@example.com,18,low
153,Name_41,66.0,60000.0,2019-10-30,Unknown,1410.0,"Street 24, City 18",2256026623.0,email_784@example.com,18,medium
154,Name_28,70.0,60000.0,2018-02-25,Marketing,3524.0,"Street 90, City 46",9214972017.0,email_115@example.com,18,medium
155,Name_135,73.0,70000.0,2019-03-08,Marketing,4549.0,"Street 75, City 36",1324826204.0,email_169@example.com,18,medium
156,Name_201,57.0,60000.0,,IT,8370.0,,,,3,medium
157,Name_840,60.0,60000.0,2021-03-08,IT,3885.0,"Street 86, City 14",3187097417.0,email_1@example.com,18,medium
158,Name_780,41.0,60000.0,2018-07-27,HR,6391.0,"Street 76, City 37",8328533899.0,email_132@example.com,18,medium
159,Name_930,51.0,50000.0,2016-12-29,Finance,3975.0,"Street 52, City 16",1334589724.0,email_546@example.com,18,low
160,Name_33,25.0,70000.0,2018-01-29,Unknown,,,,,3,medium
161,Name_48,61.0,50000.0,2015-10-04,HR,6051.0,"Street 43, City 43",5314665097.0,email_157@example.com,18,low
162,Name_503,70.0,50000.0,2024-06-18,Finance,5396.0,"Street 85, City 40",9057335978.0,email_944@example.com,18,low
163,Name_407,50.0,50000.0,2016-07-30,IT,,"Street 55, City 48",4407690520.0,email_340@example.com,18,low
164,Name_574,40.0,70000.0,2019-03-30,Unknown,1998.0,"Street 98, City 2",9747618895.0,email_560@example.com,17,medium
165,Name_728,48.0,70000.0,,IT,6433.0,"Street 50, City 3",7778205311.0,email_501@example.com,17,medium
166,Name_805,71.0,50000.0,2021-01-03,IT,3838.0,"Street 41, City 46",6538699404.0,email_703@example.com,18,low
167,Name_99,70.0,70000.0,2016-08-01,Marketing,4328.0,"Street 95, City 50",5369271661.0,email_329@example.com,18,medium
168,Name_684,66.0,60000.0,2019-05-26,Finance,3658.0,"Street 10, City 45",3028825904.0,email_889@example.com,18,medium
169,Name_872,31.0,70000.0,2024-12-14,HR,8722.0,"Street 31, City 36",6989847453.0,email_381@example.com,18,medium
170,Name_726,31.0,50000.0,2024-02-07,Marketing,6000.0,"Street 14, City 16",9411549422.0,email_689@example.com,18,low
171,Name_987,33.0,50000.0,,Finance,4060.0,"Street 15, City 48",1781494564.0,email_141@example.com,18,low
172,Name_547,66.0,60000.0,2022-07-10,Finance,2858.0,"Street 2, City 11",8674398168.0,email_213@example.com,17,medium
173,Name_961,55.0,60000.0,2025-02-06,Finance,7460.0,"Street 79, City 36",6505362899.0,email_524@example.com,18,medium
174,Name_739,75.0,50000.0,,Unknown,2363.0,"Street 98, City 28",4425232945.0,email_639@example.com,18,low
175,Name_613,77.0,60000.0,2018-11-26,Marketing,2333.0,"Street 20, City 31",2306437314.0,email_374@example.com,18,medium
176,Name_943,56.0,60000.0,2023-07-01,HR,6613.0,"Street 52, City 7",3432367426.0,email_605@example.com,17,medium
177,Name_462,43.0,50000.0,2023-09-20,Marketing,5955.0,"Street 46, City 38",5913349795.0,email_353@example.com,18,low
178,Name_643,43.0,60000.0,2020-06-28,IT,,"Street 42, City 17",3166789900.0,email_601@example.com,18,medium
179,Name_769,18.0,60000.0,2016-09-08,Finance,4541.0,"Street 96, City 21",3528454538.0,email_249@example.com,18,medium
180,Name_5,49.0,50000.0,2017-02-05,IT,5316.0,"Street 74, City 6",6768956555.0,email_443@example.com,17,low
181,Name_218,74.0,70000.0,2016-01-18,Marketing,5424.0,"Street 33, City 8",4701528806.0,email_438@example.com,17,medium
182,Name_503,32.0,60000.0,2018-05-08,HR,4739.0,"Street 51, City 37",8288145425.0,email_33@example.com,18,medium
183,Name_767,69.0,70000.0,2024-01-07,IT,1396.0,"Street 24, City 35",5386544090.0,email_274@example.com,18,medium
184,Name_398,38.0,50000.0,2024-04-10,IT,7712.0,"Street 60, City 42",4892326231.0,email_879@example.com,18,low
185,Name_871,35.0,50000.0,2018-09-11,Unknown,9537.0,"Street 5, City 5",1672675976.0,email_509@example.com,16,low
186,Name_795,47.0,60000.0,2020-03-22,Marketing,4654.0,"Street 26, City 8",6224325628.0,email_148@example.com,17,medium
187,Name_393,77.0,60000.0,2019-06-12,IT,9628.0,"Street 69, City 3",9159127542.0,email_899@example.com,17,medium
188,Name_207,75.0,60000.0,2023-12-11,Marketing,9841.0,"Street 91, City 35",9943779462.0,email_673@example.com,18,medium
189,Name_15,30.0,60000.0,2019-02-10,HR,3124.0,"Street 51, City 1",5509839699.0,email_262@example.com,17,medium
190,Name_858,41.0,70000.0,2016-07-31,IT,9121.0,"Street 27, City 29",9905693976.0,email_213@example.com,18,medium
191,Name_554,47.0,60000.0,2017-11-28,HR,4271.0,"Street 21, City 40",3271387302.0,email_645@example.com,18,medium
192,Name_892,19.0,70000.0,2022-05-17,IT,,,,,3,medium
193,Name_461,48.0,50000.0,2016-12-09,Finance,5752.0,"Street 13, City 1",6390133734.0,email_660@example.com,17,low
194,Name_691,64.0,70000.0,2017-09-29,Unknown,7323.0,"Street 33, City 15",7342149987.0,email_82@example.com,18,medium
195,Name_575,61.0,70000.0,2018-10-18,Unknown,9124.0,"Street 26, City 17",8029681165.0,email_468@example.com,18,medium
196,Name_864,48.0,70000.0,2022-05-16,Unknown,3237.0,"Street 5, City 23",2072974021.0,email_144@example.com,17,medium
197,Name_743,42.0,60000.0,2018-10-26,HR,5544.0,"Street 99, City 48",7161952248.0,email_354@example.com,18,medium
198,Name_241,67.0,60000.0,2015-07-28,Marketing,9145.0,,,,3,medium
199,Name_564,31.0,70000.0,2019-12-21,Unknown,3731.0,"Street 61, City 48",5928827838.0,email_676@example.com,18,medium
200,Name_96,23.0,60000.0,2015-06-23,IT,6646.0,,,,3,medium
201,Name_900,29.0,60000.0,2017-05-25,IT,7074.0,"Street 14, City 44",9172503110.0,email_882@example.com,18,medium
202,Name_734,37.0,60000.0,2016-09-14,Finance,1989.0,"Street 6, City 21",6919730854.0,email_552@example.com,17,medium
203,Name_485,40.0,60000.0,2019-04-22,HR,5565.0,"Street 4, City 11",9482465971.0,email_473@example.com,17,medium
204,Name_407,47.0,50000.0,2024-08-21,IT,5206.0,"Street 17, City 35",9284411567.0,email_786@example.com,18,low
205,Name_231,47.0,50000.0,2018-06-17,IT,9872.0,"Street 37, City 3",1473992481.0,email_391@example.com,17,low
206,Name_749,55.0,50000.0,2025-04-23,Finance,8006.0,"Street 1, City 40",1704086925.0,email_35@example.com,17,low
207,Name_655,75.0,60000.0,2024-06-30,Finance,5597.0,"Street 17, City 23",2720607319.0,email_953@example.com,18,medium
208,Name_171,47.0,60000.0,2016-12-07,Marketing,6518.0,"Street 14, City 47",6098884609.0,email_662@example.com,18,medium
209,Name_541,58.0,50000.0,2024-05-21,Marketing,1628.0,,,,3,low
210,Name_36,47.0,70000.0,2022-12-05,Marketing,9368.0,"Street 62, City 26",4166075447.0,email_944@example.com,18,medium
211,Name_525,74.0,60000.0,2018-03-31,IT,9939.0,"Street 67, City 9",6471095581.0,email_417@example.com,17,medium
212,Name_160,75.0,50000.0,2021-02-05,Finance,5961.0,"Street 76, City 27",5848246374.0,email_989@example.com,18,low
213,Name_839,53.0,60000.0,2018-10-13,HR,9244.0,"Street 19, City 14",2201491291.0,email_979@example.com,18,medium
214,Name_699,66.0,50000.0,2024-04-09,Marketing,4356.0,"Street 44, City 22",9246992485.0,email_810@example.com,18,low
215,Name_243,51.0,70000.0,2019-12-07,Unknown,5705.0,"Street 5, City 36",4014056566.0,email_447@example.com,17,medium
216,Name_86,33.0,60000.0,2018-08-26,IT,8566.0,"Street 39, City 13",7404278530.0,email_553@example.com,18,medium
217,Name_796,41.0,50000.0,2015-09-19,HR,5166.0,,,,3,low
218,Name_578,31.0,50000.0,2018-06-28,IT,6077.0,"Street 50, City 44",9939455495.0,email_823@example.com,18,low
219,Name_682,43.0,60000.0,2021-08-18,Marketing,8186.0,"Street 29, City 32",4208906797.0,email_130@example.com,18,medium
220,Name_557,25.0,70000.0,2023-04-01,IT,,"Street 23, City 12",5659886906.0,email_474@example.com,18,medium
221,Name_574,31.0,50000.0,,Marketing,8204.0,"Street 52, City 45",2255076604.0,email_41@example.com,18,low
222,Name_953,48.0,50000.0,2019-08-31,IT,4962.0,"Street 96, City 24",5578208823.0,email_291@example.com,18,low
223,Name_646,19.0,60000.0,2019-05-11,Marketing,4077.0,"Street 73, City 33",7055663736.0,email_191@example.com,18,medium
224,Name_796,65.0,60000.0,2018-07-02,Finance,6239.0,"Street 26, City 11",2436546251.0,email_558@example.com,18,medium
225,Name_28,21.0,60000.0,2019-10-02,Finance,4391.0,"Street 72, City 16",9185973574.0,email_887@example.com,18,medium
226,Name_620,18.0,60000.0,2025-03-18,Finance,6047.0,"Street 27, City 27",3949976612.0,email_485@example.com,18,medium
227,Name_556,72.0,60000.0,2017-03-08,Finance,1033.0,"Street 77, City 7",3014853591.0,email_472@example.com,17,medium
228,Name_340,37.0,50000.0,,Finance,4794.0,"Street 7, City 16",6614310979.0,email_389@example.com,17,low
229,Name_798,76.0,70000.0,2025-04-04,Unknown,9991.0,"Street 11, City 10",6481948293.0,email_462@example.com,18,medium
230,Name_958,31.0,60000.0,2017-04-20,IT,,"Street 97, City 49",1983497040.0,email_187@example.com,18,medium
231,Name_331,57.0,50000.0,2024-04-02,Finance,5731.0,"Street 60, City 29",5398407788.0,email_985@example.com,18,low
232,Name_640,42.0,60000.0,2022-10-19,Unknown,9122.0,"Street 94, City 18",5416940690.0,email_750@example.com,18,medium
233,Name_506,77.0,70000.0,,Unknown,2726.0,"Street 39, City 37",2450377414.0,email_362@example.com,18,medium
234,Name_348,42.0,50000.0,2024-10-26,IT,3641.0,"Street 55, City 31",2974587118.0,email_617@example.com,18,low
235,Name_473,20.0,50000.0,2023-12-31,IT,6905.0,"Street 47, City 11",6309596903.0,email_910@example.com,18,low
236,Name_231,22.0,60000.0,2016-07-06,Marketing,2075.0,"Street 100, City 41",9163499448.0,email_516@example.com,19,medium
